"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"14902",6400,0,0.001844184,233,233,16,16,21,2048,11,20307762,41693952,13897984,434312,32573400,23044699,7250505,9554864,868624,1302936,434312,20257152,1209682858,54289,99.714779,1.608283,0.933235,85.680189,28.560063,41.58539,36.372566,28.560063,85.680189,62.962941,100,100,1.854124,75,37.401782,1.136364,1.000005,2,2,10857800,868628,2605872,868624,2529551,5212280,1737264,1428.003151,114.240778,85.689001,28.560326,1169838,868624,15859662,12160736,458633472,13897984,0,0,0,0,0,7,3,1,30296542,236265728,0,291857664,13897984,389143552,111183872,1252590,20.592368,5.881288,0,12.974424
"3082",2816,0,3.0335e-05,29,29,16,16,21,2048,11,392286,645888,215296,6728,504600,360830,112425,148016,13456,20184,6728,335425,19026794,841,85.505218,1.504872,0.886621,72.368873,24.122958,34.09053,31.190791,24.122958,72.368873,62.959844,100,100,1.746247,75,35.275173,1.136364,1.000669,2,2,168200,13465,40368,13456,38032,80879,26969,1206.147889,96.556369,72.497053,24.174051,18190,13456,246975,188384,7104768,215296,0,0,0,0,0,5,3,1,473287,3660032,0,4521216,215296,6028288,1722368,19337,17.332998,4.716457,0,12.932605
"18130",6912,0,2.88e-06,5,5,16,16,21,2048,11,89112,19200,6400,200,15000,11553,3374,4400,400,600,200,28504,363724,25,36.955741,0.529007,0.20043,12.363971,4.121324,5.738943,5.409237,4.121324,12.363971,62.962963,100,100,0.555721,75,11.331683,1.136364,1,2,2,5000,400,1200,400,1114,2573,814,206.066188,16.485295,13.255208,4.193447,577,400,7414,5600,211200,6400,0,0,0,0,0,1,1,1,14953,108800,0,134400,6400,179200,51200,576,2.967353,0.617201,0,0.83885
"3832",3328,0,0.001070203,179,179,16,16,21,2048,11,12013953,24607488,8202496,256328,19224600,13604148,4279175,5639216,512656,768984,256328,11952957,713402456,32041,99.501088,1.608072,0.932635,85.641076,28.547025,41.682262,36.158548,28.547025,85.641076,62.962963,100,100,1.853898,75,37.398252,1.136364,1,2,2,6408200,512656,1537968,512656,1497085,3076483,1025327,1427.351264,114.188101,85.656306,28.547443,690894,512656,9360051,7177184,270682368,8202496,0,0,0,0,0,7,3,1,17882369,139442432,0,172252416,8202496,229669888,65619968,733660,20.426768,5.867361,0,12.967581
"7327",4352,0,3.36e-06,6,6,16,16,21,2048,11,88509,27648,9216,288,21600,16619,4849,6336,576,864,288,31518,553180,36,35.342169,0.690206,0.276192,16.71755,5.572517,6.211034,7.086577,5.572517,16.71755,62.962963,100,100,0.841309,75,17.15738,1.136364,1,2,2,7200,576,1728,576,1284,3607,1161,278.625835,22.290067,17.447975,5.616052,806,576,10703,8064,304128,9216,0,0,0,0,0,1,1,1,21486,156672,0,193536,9216,258048,73728,666,3.221611,0.894824,0,1.627697
"24007",8192,0,0.006629953,446,446,16,16,21,2048,11,74121075,152767488,50922496,1591328,119349600,84422188,26564303,35009216,3182656,4773984,1591328,74063886,4428897368,198916,99.922844,1.61123,0.93446,85.945316,28.648439,40.22631,36.298304,28.648439,85.945316,62.962942,100,100,1.857191,75,37.463093,1.136364,1.000004,2,2,39783200,3182670,9547968,3182656,8937765,19098651,6365327,1432.421937,114.594259,85.957536,28.648506,4284879,3182656,58087955,44557184,1680442368,50922496,0,0,0,0,0,7,3,1,110985327,865682432,0,1069372416,50922496,1425829888,407379968,4240734,19.086324,5.904059,0,12.898394
"15058",6400,0,0.001114938,181,181,16,16,21,2048,11,12295908,25160448,8386816,262088,19656600,13908796,4375472,5765936,524176,786264,262088,12232518,730489418,32761,99.511211,1.605373,0.932184,85.563611,28.521204,41.623929,36.307843,28.521204,85.563611,62.962963,100,100,1.851942,75,37.35847,1.136364,1,2,2,6552200,524176,1572528,524176,1529968,3145601,1048375,1426.060178,114.084814,85.578438,28.521829,705958,524176,9570572,7338464,276764928,8386816,0,0,0,0,0,7,3,1,18284441,142575872,0,176123136,8386816,234830848,67094528,756089,20.569969,5.861641,0,12.886828
"11683",5632,0,0.000793084,154,154,16,16,21,2048,11,8921907,18213888,6071296,189728,14229600,10068621,3167468,4174016,379456,569184,189728,8864026,529137528,23716,99.312344,1.60491,0.932495,85.430445,28.476815,41.581046,36.451773,28.476815,85.430445,62.962926,100,100,1.85131,75,37.345722,1.136364,1.000008,2,2,4743200,379459,1138368,379456,1108142,2278126,758929,1423.840748,113.90816,85.482602,28.477453,511294,379456,6928613,5312384,200352768,6071296,0,0,0,0,0,7,3,1,13236153,103212032,0,127497216,6071296,169996288,48570368,551739,20.703019,5.847987,0,12.984422
"10552",5376,0,0.001070363,179,179,16,16,21,2048,11,12027453,24607488,8202496,256328,19224600,13602117,4279050,5639216,512656,768984,256328,11967411,714381176,32041,99.526359,1.607049,0.932717,85.532562,28.510854,41.61724,36.46438,28.510854,85.532562,62.962899,100,100,1.851287,75,37.345622,1.136364,1.000014,2,2,6408200,512663,1537968,512656,1496646,3076027,1025349,1425.542697,114.044973,85.535092,28.511883,690447,512656,9360792,7177184,270682368,8202496,0,0,0,0,0,7,3,1,17881810,139442432,0,172252416,8202496,229669888,65619968,745695,20.735543,5.860775,0,13.017851
"4264",3328,0,4.3744e-05,35,35,16,16,21,2048,11,534702,940800,313600,9800,735000,523844,163754,215600,19600,29400,9800,482515,27717874,1225,89.305071,1.527727,0.900198,76.099297,25.366432,37.69633,32.444443,25.366432,76.099297,62.95297,100,100,1.782097,75,35.982145,1.136364,1.002143,2,2,245000,19642,58800,19600,58254,117685,39351,1268.321613,101.683156,76.154301,25.464145,26500,19600,359255,274400,10348800,313600,0,0,0,0,0,6,3,1,687282,5331200,0,6585600,313600,8780800,2508800,28761,18.611325,5.040191,0,13.263367
