"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"98",17408,0,9.2482e-05,1,1088,16,16,21,0,2,884000,1949776,557088,8704,461337,727002,67860,0,0,60933,17410,827606,51075858,1088,93.255882,0.554982,0.960055,45.200409,21.915083,32.629354,30.729141,27.394168,64.376579,0,70.212506,79.999081,1.04638,53.002872,24.099598,0,0,1.446392,1.999885,0,0,88133,34818,103681,204688,87082,0,0,64.417176,27.405498,34747,26112,173766,78343,0,0,2506864,278544,1114144,557088,0,1,4,1,794691,0,1949776,5013584,557040,2506864,2228240,47765,15.03208,0,2.215484,2.034056
"138",21504,0,0.00011341,1,1344,16,16,21,0,2,1074504,2408528,688160,10752,569881,895413,83369,0,0,75269,21506,1018281,62860624,1344,94.780289,0.559611,0.964564,46.011995,22.308626,33.313039,31.212367,27.886042,65.532432,0,70.212555,79.999256,1.042942,53.002325,24.02702,0,0,1.446399,1.999907,0,0,108869,43010,128452,252895,107559,0,0,65.586375,27.8946,42930,32256,215827,96775,0,0,3096688,344080,1376288,688160,0,1,4,1,980255,0,2408528,6193232,688112,3096688,2752528,58859,15.264629,0,2.251539,1.980464
"48",12288,0,6.5761e-05,1,768,16,16,21,0,2,675623,1376336,393248,6144,325657,511679,48284,0,0,43013,12290,586349,35876072,768,87.158075,0.553158,0.952169,43.591405,21.134862,31.207845,29.654418,26.419007,62.085054,0,70.212398,79.998698,1.036591,53.004069,23.863949,0,0,1.446377,1.999837,0,0,62213,24578,72584,144565,61471,0,0,62.156427,26.429756,24542,18432,123683,55303,0,0,1769584,196624,786464,393248,0,1,4,1,562101,0,1376336,3539024,393200,1769584,1572880,33387,14.354904,0,2.046241,2.061303
"68",14336,0,7.6514e-05,1,896,16,16,21,0,2,738426,1605712,458784,7168,379929,595899,56089,0,0,50181,14338,683823,41769722,896,92.605488,0.555771,0.954718,45.055833,21.844929,32.535415,30.736335,27.306543,64.170718,0,70.21245,79.998884,1.035468,53.003488,23.836139,0,0,1.446384,1.999861,0,0,72581,28674,85413,168668,71717,0,0,64.248806,27.318351,28619,21504,143386,64519,0,0,2064496,229392,917536,458784,0,1,4,1,654175,0,1605712,4128848,458736,2064496,1835024,39509,15.04972,0,2.184224,2.028648
"168",24576,0,0.000128932,1,1536,16,16,21,0,2,1215422,2752592,786464,12288,651289,1023719,95236,0,0,86021,24578,1166454,72059604,1536,95.695487,0.559017,0.96526,46.042322,22.323357,33.431446,31.285808,27.904424,65.5756,0,70.212582,79.999349,1.043923,53.002035,24.051052,0,0,1.446403,1.999919,0,0,124421,49154,147226,288916,122927,0,0,65.605801,27.913734,49065,36864,245890,110599,0,0,3539056,393232,1572896,786464,0,1,4,1,1117153,0,2752592,7077968,786416,3539056,3145744,67562,15.341688,0,2.274837,1.995583
"448",53248,0,0.000275495,1,3328,16,16,21,0,2,2560691,5963856,1703968,26624,1411097,2212899,204893,0,0,186373,53250,2505167,156262448,3328,97.907127,0.562307,0.971948,47.24924,22.908631,34.575796,32.078924,28.635896,67.294453,0,70.212681,79.9997,1.046103,53.000939,24.109459,0,0,1.446417,1.999962,0,0,269573,106498,321473,626232,266270,0,0,67.35393,28.638478,106315,79872,533389,239623,0,0,7667824,851984,3407904,1703968,0,1,4,1,2418887,0,5963856,15335504,1703920,7667824,6815760,147330,15.845972,0,2.339403,1.930659
"288",36864,0,0.000191813,1,2304,16,16,21,0,2,1793480,4128848,1179680,18432,976921,1531461,142280,0,0,129029,36866,1744086,108199446,2304,97.064422,0.560759,0.970425,46.793625,22.687688,34.12923,31.767686,28.359763,66.645582,0,70.212643,79.999566,1.043192,53.001356,24.036523,0,0,1.446411,1.999946,0,0,186629,73730,221825,433458,184359,0,0,66.690355,28.364841,73587,55296,368184,165895,0,0,5308528,589840,2359328,1179680,0,1,4,1,1672649,0,4128848,10616912,1179632,5308528,4718608,101924,15.681675,0,2.312425,1.948871
"568",65536,0,0.000338121,1,4096,16,16,21,0,2,3130907,7340112,2097184,32768,1736729,2729154,251680,0,0,229381,65538,3079384,191865600,4096,98.335371,0.563813,0.973539,47.375881,22.97005,34.642411,32.12791,28.71265,67.474805,0,70.212697,79.999756,1.048972,53.000763,24.180571,0,0,1.446419,1.999969,0,0,331781,131074,395360,770418,327712,0,0,67.505911,28.714928,130847,98304,657031,294919,0,0,9437296,1048592,4194336,2097184,0,1,4,1,2977875,0,7340112,18874448,2097136,9437296,8388624,180833,15.84503,0,2.354873,1.941419
"428",51200,0,0.000265255,1,3200,16,16,21,0,2,2464748,5734480,1638432,25600,1356825,2129265,197094,0,0,179205,51202,2409620,149963082,3200,97.766749,0.56338,0.972424,47.183166,22.876592,34.581069,31.963828,28.595851,67.200352,0,70.212678,79.999688,1.046133,53.000977,24.111405,0,0,1.446416,1.999961,0,0,259205,102402,309589,601850,256028,0,0,67.226601,28.598309,102230,76800,512678,230407,0,0,7372912,819216,3276832,1638432,0,1,4,1,2324054,0,5734480,14745680,1638384,7372912,6553616,141683,15.825981,0,2.336988,1.93559
"88",16384,0,8.6914e-05,1,1024,16,16,21,0,2,854568,1835088,524320,8192,434201,682329,63937,0,0,57349,16386,783232,47778084,1024,90.984919,0.557279,0.959343,44.80225,21.722022,32.193601,30.439665,27.152859,63.809516,0,70.21249,79.999024,1.042024,53.003052,23.994827,0,0,1.44639,1.999878,0,0,82949,32770,97135,192810,81956,0,0,63.903312,27.162802,32702,24576,163259,73735,0,0,2359408,262160,1048608,524320,0,1,4,1,747837,0,1835088,4718672,524272,2359408,2097168,44651,14.798749,0,2.156982,2.019714
