"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"7035",4352,0,2.7e-05,103,1,32,1,56,3,10,525372,79104,51088,103,228969,139874,44702,46556,20497,4944,3193,444673,2827242,103,85.043587,0.514915,0.095762,11.129862,7.188036,7.640524,10.044791,7.188036,11.129862,14.158262,100,100,0.483977,2223,9.740426,3.15708,5.78392,4,2,146981,118553,19776,6386,6788,11216,6392,661.763062,533.769646,12.62465,7.19479,16789,16789,83842,75705,817408,0,0,0,0,0,26368,5,1,1,184576,448256,0,1498032,220832,1203040,262032,0,0,0.60776,0,0.411372
"3750",3328,0,4.3e-05,206,1,32,1,56,3,10,826560,158208,102176,206,457938,279748,89404,93112,40994,9888,6386,756917,8948068,206,91.439988,0.605004,0.194103,15.150918,9.784968,13.650843,14.028543,9.784968,15.150918,14.158262,100,100,0.617993,2223,12.436879,3.15708,5.78392,4,2,293962,237106,39552,12772,17818,21105,12778,900.848359,726.612797,16.169101,9.789565,33578,33578,167684,151410,1634816,0,0,0,0,0,52736,7,2,1,369043,896512,0,2996064,441664,2406080,524064,0,0,0.7726,0,0.568328
"20751",7424,0,2e-05,43,1,32,1,56,3,10,465420,33024,21328,43,95589,58394,18662,19436,8557,2064,1333,399437,996302,43,85.354403,0.24044,0.041922,5.861635,3.785639,4.180391,6.463702,3.785639,5.861635,14.158262,100,100,0.262576,2223,5.284541,3.15708,5.78392,4,2,61361,49493,8256,2666,2944,5415,2672,348.523023,281.114226,7.689135,3.794159,7009,7009,35002,31605,341248,0,0,0,0,0,11008,3,1,1,77056,187136,0,625392,92192,502240,109392,0,0,0.286408,0,0.211382
"14454",6400,0,6.9e-05,382,1,32,1,56,3,10,1283068,293376,189472,382,849186,518629,165788,172664,76018,18336,11842,1194122,28007066,382,92.983264,0.708333,0.36647,17.204149,11.111013,11.588593,14.667062,11.111013,17.204149,14.158262,100,100,0.714812,2223,14.384972,3.15708,5.78392,4,2,545114,439682,73344,23684,24702,37991,23690,1022.930023,825.08231,17.822939,11.113828,62266,62266,310948,280770,3031552,0,0,0,0,0,97792,8,2,1,684258,1662464,0,5555808,819008,4461760,971808,0,0,0.922944,0,0.768749
"12786",5888,0,3.3e-05,154,1,32,1,56,3,10,725836,118272,76384,154,342342,209132,66836,69608,30646,7392,4774,601631,5329452,154,84.006954,0.572962,0.144268,12.491425,8.067378,8.52195,12.54381,8.067378,12.491425,14.158262,100,100,0.569791,2223,11.467494,3.15708,5.78392,4,2,219758,177254,29568,9548,10086,16103,9554,742.719297,599.067913,13.605886,8.072448,25102,25102,125356,113190,1222144,0,0,0,0,0,39424,6,2,1,275968,670208,0,2239776,330176,1798720,391776,0,0,0.657724,0,0.503591
"5109",3840,0,4.6e-05,217,1,32,1,56,3,10,897204,166656,107632,217,482391,294686,94178,98084,43183,10416,6727,780668,10107366,217,85.527602,0.617921,0.204326,14.377999,9.285791,9.713707,14.442186,9.285791,14.377999,14.158262,100,100,0.642916,2223,12.939188,3.15708,5.78392,4,2,309659,249767,41664,13454,14074,21959,13460,854.891834,689.54485,15.155841,9.289932,35371,35371,176638,159495,1722112,0,0,0,0,0,55552,7,2,1,388864,944384,0,3156048,465248,2534560,552048,0,0,0.749774,0,0.599734
"14274",6144,0,1.7e-05,42,1,32,1,56,3,10,460708,32256,20832,42,93366,57036,18228,18984,8358,2016,1302,398135,929138,42,85.107601,0.260565,0.040949,5.796014,3.743259,4.18601,4.933512,3.743259,5.796014,14.158262,100,100,0.23531,2223,4.735801,3.15708,5.78392,4,2,59934,48342,8064,2604,2912,5319,2610,344.621337,277.967175,7.646081,3.751884,6846,6846,34188,30870,333312,0,0,0,0,0,10752,3,1,1,75264,182784,0,610848,90048,490560,106848,0,0,0.282609,0,0.189432
"7527",4608,0,4.6e-05,227,1,32,1,56,3,10,908020,174336,112592,227,504621,308266,98518,102604,45173,10896,7037,811688,10858476,227,88.342501,0.630444,0.214723,14.681863,9.482037,9.924002,14.024305,9.482037,14.681863,14.158262,100,100,0.651895,2223,13.119898,3.15708,5.78392,4,2,323929,261277,43584,14074,14730,22919,14080,872.959104,704.117679,15.441154,9.486079,37001,37001,184778,166845,1801472,0,0,0,0,0,58112,7,2,1,406784,987904,0,3301488,486688,2651360,577488,0,0,0.774983,0,0.611649
"23208",7936,0,3.8e-05,200,1,32,1,56,3,10,778060,153600,99200,200,444600,271600,86800,90400,39800,9600,6200,690458,8923794,200,89.348613,0.610785,0.191457,14.381697,9.288179,9.802026,13.292583,9.288179,14.381697,14.158262,100,100,0.613238,2223,12.341887,3.15708,5.78392,4,2,285400,230200,38400,12400,13086,20327,12406,855.111751,689.722232,15.225873,9.292674,32600,32600,162800,147000,1587200,0,0,0,0,0,51200,7,2,1,358400,870400,0,2908800,428800,2336000,508800,0,0,0.796854,0,0.563819
"6900",4352,0,3.7e-05,148,1,32,1,56,3,10,727448,113664,73408,148,329004,200934,64232,66896,29452,7104,4588,603071,4998584,148,82.247652,0.545548,0.138177,12.094239,7.810863,8.210939,11.183426,7.810863,12.094239,14.158262,100,100,0.570624,2223,11.48384,3.15708,5.78392,4,2,211196,170348,28416,9176,9646,15335,9182,719.103285,580.019538,13.053572,7.81597,24124,24124,120472,108780,1174528,0,0,0,0,0,37888,6,1,1,265164,644096,0,2152512,317312,1728640,376512,0,0,0.630698,0,0.503136
