"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"93189",4,930,0.000155839,8,128,64,4,30,0,7,1781445,6291456,1048576,8192,4640832,3265274,1006613,0,0,196608,32768,1711868,102138362,1024,96.379793,2.706062,0.932263,149.325113,24.903732,62.19549,30.725534,24.903732,161.096017,0,92.693237,100,3.074197,566.507812,62.201033,0,0,1.3125,1,0,0,258048,32768,327344,848471,131087,0,0,161.209827,24.906582,315826,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4271850,17825792,0,47970304,4196352,11010048,66848256,95709,18.184748,2.605825,0,6.08728
"38645",2,880,8.9056e-05,8,128,64,4,30,0,7,1028985,3145728,524288,8192,2609216,1910947,539988,0,0,98304,16384,972262,57514676,1024,94.099525,2.677605,0.924305,130.204578,21.7149,54.170618,26.758273,21.7149,140.468262,0,92.693237,100,3.088991,318.507812,63.282994,0,0,1.3125,1,0,0,129024,16384,163488,424347,65549,0,0,140.604444,21.719208,266680,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,4,2,2451001,8912896,0,24901632,3147776,7340032,39060992,47587,15.767623,2.255686,0,6.874811
"36019",2,850,9.0464e-05,8,128,64,4,30,0,7,1026681,3145728,524288,8192,2609216,1911146,539916,0,0,98304,16384,967492,57133282,1024,94.03846,2.696059,0.92242,130.334995,21.736651,54.239139,26.773135,21.736651,140.608958,0,92.693237,100,3.097934,318.507812,63.467775,0,0,1.3125,1,0,0,129024,16384,163531,424182,65547,0,0,140.69055,21.740299,266695,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,4,2,2450779,8912896,0,24901632,3147776,7340032,39060992,47544,15.769155,2.260748,0,6.912061
"150272",8,1000,0.000289918,8,128,64,4,30,0,7,3291585,12582912,2097152,8192,8704064,5973955,1938036,0,0,393216,65536,3210213,192907980,1024,97.619627,2.708998,0.938117,160.97539,26.84671,67.292002,33.20568,26.84671,173.664655,0,92.693237,100,3.065495,1062.507812,61.558639,0,0,1.3125,1,0,0,516096,65536,657071,1696245,262165,0,0,173.715964,26.848861,414154,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,4,1,7912090,35651584,0,94107648,6293504,18350080,122422784,193034,19.769012,2.820607,0,5.591028
"27240",2,740,9.0367e-05,8,128,64,4,30,0,7,1029927,3145728,524288,8192,2609216,1911131,539834,0,0,98304,16384,972742,57148400,1024,93.938891,2.696446,0.922796,130.229193,21.719005,54.189144,26.759024,21.719005,140.494816,0,92.693237,100,3.091216,318.507812,63.330024,0,0,1.3125,1,0,0,129024,16384,163513,424093,65550,0,0,140.546847,21.723645,266677,248896,145408,114688,8912896,4194304,0,0,0,0,0,1,4,2,2450877,8912896,0,24901632,3147776,7340032,39060992,47597,15.773918,2.253623,0,6.905409
"88698",4,880,0.000155711,8,128,64,4,30,0,7,1779048,6291456,1048576,8192,4640832,3265319,1006687,0,0,196608,32768,1714320,102167430,1024,96.36165,2.709658,0.932076,149.534847,24.938711,62.278851,30.767738,24.938711,161.322284,0,92.693237,100,3.078947,566.507812,62.296114,0,0,1.3125,1,0,0,258048,32768,327323,848541,131083,0,0,161.449573,24.940804,315859,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4271819,17825792,0,47970304,4196352,11010048,66848256,95629,18.195068,2.609336,0,6.096422
"89809",4,890,0.000155807,8,128,64,4,30,0,7,1778586,6291456,1048576,8192,4640832,3265529,1006303,0,0,196608,32768,1714048,102512468,1024,96.174602,2.701227,0.932313,149.460419,24.926298,62.191372,30.759841,24.926298,161.24199,0,92.693237,100,3.08564,566.507812,62.433676,0,0,1.3125,1,0,0,258048,32768,327026,848352,131089,0,0,161.333273,24.929531,315842,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4271316,17825792,0,47970304,4196352,11010048,66848256,95420,18.146266,2.610013,0,6.1147
"67845",4,600,0.000155551,8,128,64,4,30,0,7,1779921,6291456,1048576,8192,4640832,3265263,1006582,0,0,196608,32768,1713188,102170448,1024,96.246912,2.711085,0.932594,149.453743,24.925185,62.176994,30.743444,24.925185,161.234788,0,92.693237,100,3.081016,566.507812,62.33865,0,0,1.3125,1,0,0,258048,32768,326965,848345,131082,0,0,161.324735,24.927086,315855,298048,290816,229376,17825792,8388608,0,0,0,0,0,1,4,1,4271741,17825792,0,47970304,4196352,11010048,66848256,95395,18.140701,2.608056,0,6.112003
"125809",8,710,0.000290302,8,128,64,4,30,0,7,3283293,12582912,2097152,8192,8704064,5974137,1938239,0,0,393216,65536,3211023,192816630,1024,97.776226,2.710388,0.938495,160.902404,26.834538,67.215325,33.202295,26.834538,173.585916,0,92.693237,100,3.068356,1062.507812,61.614649,0,0,1.3125,1,0,0,516096,65536,656620,1695824,262159,0,0,173.594106,26.836073,414147,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,4,1,7912011,35651584,0,94107648,6293504,18350080,122422784,192739,19.729851,2.82773,0,5.594286
"141746",8,910,0.000290366,8,128,64,4,30,0,7,3283179,12582912,2097152,8192,8704064,5973780,1938210,0,0,393216,65536,3208022,192616702,1024,97.6499,2.712914,0.937859,161.102166,26.867853,67.270076,33.243208,26.867853,173.801425,0,92.693237,100,3.072407,1062.507812,61.696336,0,0,1.3125,1,0,0,516096,65536,656340,1696126,262154,0,0,173.840577,26.868878,414144,396352,581632,458752,35651584,16777216,0,0,0,0,0,1,4,1,7911807,35651584,0,94107648,6293504,18350080,122422784,192431,19.722778,2.827828,0,5.605325
