"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","inst_issued2","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"25297",3328,1,1.776e-05,95,1,16,1,26,2180,12,167760,27455,24320,95,56810,65060,14765,13300,4750,1805,1520,138904,1642798,95,82.799237,0.408988,0.1808,5.276406,4.673909,9.593814,6.718745,6.718745,9.639938,6.989124,54.734848,69.565217,0.680974,598,14.366937,2.15,2.14,1.842105,1.0625,28595,10165,3325,1615,6240,6486,4375,351.711683,125.027077,9.972032,6.726432,6555,1330,48519,36523,0,0,0,0,0,0,0,3,1,1,79825,0,0,361950,7600,225150,74575,0,0,0,0,0.624424
"18192",2816,2,1.68e-05,36,1,16,1,26,2180,12,163976,10404,9216,36,21528,25978,6288,5040,1800,684,576,132782,594762,36,82.537688,0.159064,0.06966,2.068082,1.831934,3.795856,2.633405,2.633405,3.778364,6.989124,54.734848,69.565217,0.284864,598,5.960086,2.15,2.14,2.578947,1.875,10836,3852,1764,1080,2387,2578,1661,137.853035,49.004235,4.099588,2.641356,2484,504,20286,13770,0,0,0,0,0,0,0,1,1,1,32266,0,0,137160,2880,85320,28260,0,0,0,0,0.239866
"276",256,9,1.6448e-05,2,1,16,1,26,2180,12,154864,578,512,2,1196,1444,350,280,100,38,32,31965,31982,2,20.644566,0.037409,0.015625,123.330071,109.247398,0.163364,0.153362,0.153362,0.220042,6.989124,54.734848,69.565217,0.067061,598,1.402834,2.15,2.14,2.578947,1.875,602,214,98,60,98,168,97,8.02819,2.853875,0.280053,0.161697,138,28,1127,764,0,0,0,0,0,0,0,1,1,1,1794,0,0,7620,160,4740,1570,0,0,0,0,0.056113
"18614",2816,3,1.9648e-05,104,1,16,1,26,2180,12,184502,30056,26624,104,62192,75365,17123,14560,5200,1976,1664,151322,1911898,104,83.209938,0.405096,0.197416,5.251258,4.651633,9.458415,6.686723,6.686723,9.593994,6.989124,54.734848,69.565217,0.713967,598,15.060837,2.15,2.14,2.578947,1.875,31304,11128,5096,3120,6767,7334,4789,350.035419,124.431195,10.250925,6.693712,7176,1456,58044,40720,0,0,0,0,0,0,0,3,1,1,92488,0,0,396240,8320,246480,81640,0,0,0,0,0.66716
"16350",2560,6,4.2816e-05,158,1,16,1,26,2180,12,365718,45662,40448,158,94484,116226,25661,22120,7900,3002,2528,321641,3444442,158,91.295206,0.282985,0.157461,3.797308,3.363705,6.834522,4.835326,4.835326,6.937642,6.989124,54.734848,69.565217,0.501817,598,10.624006,2.15,2.14,2.578947,1.875,47558,16906,7742,4740,10273,10646,7281,253.118823,89.979116,7.082675,4.843975,10906,2212,89431,62852,0,0,0,0,0,0,0,2,1,1,141887,0,0,601980,12640,374460,124030,0,0,0,0,0.475089
"23824",3072,7,4.5856e-05,166,1,16,1,26,2180,12,403384,47974,42496,166,99268,124079,26843,23240,8300,3154,2656,365029,3754500,166,88.741497,0.277309,0.160711,3.771596,3.340929,6.783747,4.802586,4.802586,6.890667,6.989124,54.734848,69.565217,0.496593,598,10.540159,2.15,2.14,2.578947,1.875,49966,17762,8134,4980,10786,11300,7645,251.404932,89.36986,7.107022,4.808246,11470,2324,94221,67140,0,0,0,0,0,0,0,2,1,1,150922,0,0,632460,13280,393420,130310,0,0,0,0,0.471597
"2017",1024,1,1.6448e-05,35,1,16,1,26,2180,12,157160,10115,8960,35,20930,23890,5715,4900,1750,665,560,128571,567608,35,82.321838,0.161775,0.067973,2.070402,1.833989,3.722015,2.636359,2.636359,3.782602,6.989124,54.734848,69.565217,0.273001,598,5.720685,2.15,2.14,1.842105,1.0625,10535,3745,1225,595,2273,2524,1615,138.007678,49.059208,4.133025,2.644547,2415,490,18175,13180,0,0,0,0,0,0,0,1,1,1,29605,0,0,133350,2800,82950,27475,0,0,0,0,0.230018
"5160",1536,2,2.1312e-05,64,1,16,1,26,2180,12,199776,18496,16384,64,38272,46130,10914,8960,3200,1216,1024,162773,1286056,64,81.477755,0.235125,0.122425,2.962549,2.624265,5.339508,3.772381,3.772381,5.412547,6.989124,54.734848,69.565217,0.417502,598,8.761281,2.15,2.14,2.578947,1.875,19264,6848,3136,1920,4167,4696,2953,197.475944,70.19909,6.017358,3.783913,4416,896,35757,24666,0,0,0,0,0,0,0,2,1,1,57044,0,0,243840,5120,151680,50240,0,0,0,0,0.36326
"23411",3072,6,3.8176e-05,139,1,16,1,26,2180,12,320632,40171,35584,139,83122,95860,21054,19460,6950,2641,2224,268406,3044198,139,82.307443,0.314971,0.177215,3.839212,3.400824,6.944624,4.888685,4.888685,7.0142,6.989124,54.734848,69.565217,0.522796,598,11.075429,2.15,2.14,1.842105,1.0625,41839,14873,4865,2363,9083,9372,6403,255.912028,90.97205,7.165586,4.895566,9604,1946,71486,54306,0,0,0,0,0,0,0,2,1,1,116914,0,0,529590,11120,329430,109115,0,0,0,0,0.494631
"33629",3584,10,4.2496e-05,197,1,16,1,26,2180,12,379964,56933,50432,197,117806,136228,30003,27580,9850,3743,3152,344761,4246166,197,92.005822,0.336984,0.192442,4.998161,4.427436,9.081021,6.36444,6.36444,9.131588,6.989124,54.734848,69.565217,0.561328,598,11.887602,2.15,2.14,1.842105,1.0625,59297,21079,6895,3349,12930,13218,9071,333.164596,118.433926,9.283289,6.370761,13603,2758,102251,76993,0,0,0,0,0,0,0,3,1,1,166231,0,0,750570,15760,466890,154645,0,0,0,0,0.526255
