"","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"8",8192,0,0.000136,1,512,16,16,20,0,2,557464,917584,262176,4096,233499,201128,0,0,28677,8194,542473,34178048,512,97.166385,0.42816,0.982684,15.140724,7.340767,865.187297,1.496511,9.176183,21.564231,0,70.212213,79.998047,0.432191,57.006592,10.037582,0,0,8.070893,4.999512,0,0,231449,40966,3772,96303,40972,0,0,21.571399,9.177527,4097,4097,163854,53255,0,0,1179760,131088,524320,262176,0,0,1,1,217726,0,917584,2883696,131072,1179760,1179648,0,0,0,26.453726,0.471729
"18",9216,0,0.000152,1,576,16,16,20,0,2,626140,1032272,294944,4608,262683,226272,0,0,32261,9218,611284,38454616,576,97.53878,0.429021,0.98231,15.157196,7.348775,2.660213,3.82169,9.186167,21.587673,0,70.212275,79.998264,0.431305,57.005859,10.018298,0,0,8.070953,4.999566,0,0,260377,46086,13346,108467,46092,0,0,21.620363,9.187363,4609,4609,184334,59911,0,0,1327216,147472,589856,294944,0,0,1,1,244855,0,1032272,3244144,147456,1327216,1327104,0,0,0,26.495991,0.472844
"28",10240,0,0.000169,1,640,16,16,20,0,2,693860,1146960,327712,5120,291867,251264,0,0,35845,10242,678758,42642446,640,97.783678,0.430002,0.983289,15.22728,7.382771,3.457632,5.086513,9.228644,21.687474,0,70.212324,79.998438,0.4324,57.005273,10.044239,0,0,8.071,4.999609,0,0,289305,51206,19185,120411,51212,0,0,21.701172,9.229725,5121,5121,204814,66567,0,0,1474672,163856,655392,327712,0,0,2,1,272027,0,1146960,3604592,163840,1474672,1474560,0,0,0,26.566454,0.46855
"38",11264,0,0.000186,1,704,16,16,20,0,2,761108,1261648,360480,5632,321051,276411,0,0,39429,11266,746346,46885294,704,98.053925,0.430164,0.983505,15.246654,7.392178,3.930191,5.461123,9.240387,21.715056,0,70.212364,79.99858,0.432223,57.004794,10.041043,0,0,8.071039,4.999645,0,0,318233,56326,23957,132399,56332,0,0,21.720306,9.241371,5633,5633,225294,73223,0,0,1622128,180240,720928,360480,0,0,2,1,299252,0,1261648,3965040,180224,1622128,1622016,0,0,0,26.640897,0.470461
"48",12288,0,0.000202,1,768,16,16,20,0,2,829884,1376336,393248,6144,350235,301420,0,0,43013,12290,813562,51231074,768,98.061025,0.43108,0.984308,15.274025,7.40546,3.990024,6.311575,9.256976,21.754029,0,70.212398,79.998698,0.432194,57.004395,10.040593,0,0,8.071072,4.999675,0,0,347161,61446,26485,144575,61452,0,0,21.780544,9.25788,6145,6145,245774,79879,0,0,1769584,196624,786464,393248,0,0,2,1,326332,0,1376336,4325488,196608,1769584,1769472,0,0,0,26.654087,0.474503
"58",13312,0,0.000219,1,832,16,16,20,0,2,897300,1491024,426016,6656,379419,326677,0,0,46597,13314,880793,55360108,832,98.146358,0.430754,0.984284,15.287975,7.412233,4.17561,6.620511,9.265431,21.773888,0,70.212426,79.998798,0.431458,57.004056,10.023968,0,0,8.071099,4.9997,0,0,376089,66566,29999,156507,66572,0,0,21.784466,9.266266,6657,6657,266254,86535,0,0,1917040,213008,852000,426016,0,0,2,1,353393,0,1491024,4685936,212992,1917040,1916928,0,0,0,26.705673,0.468407
"68",14336,0,0.000237,1,896,16,16,20,0,2,963296,1605712,458784,7168,408603,351654,0,0,50181,14338,949134,59633716,896,98.401233,0.430808,0.983747,15.304602,7.420303,5.98316,7.189341,9.275508,21.797561,0,70.21245,79.998884,0.432418,57.003767,10.046862,0,0,8.071123,4.999721,0,0,405017,71686,46241,168495,71692,0,0,21.801702,9.276285,7169,7169,286734,93191,0,0,2064496,229392,917536,458784,0,0,2,1,380635,0,1605712,5046384,229376,2064496,2064384,0,0,0,26.789481,0.471224
"78",15360,0,0.000254,1,960,16,16,20,0,2,1031836,1720400,491552,7680,437787,376683,0,0,53765,15362,1015227,63940756,960,98.481429,0.431039,0.98409,15.306562,7.421261,7.458824,7.439016,9.276697,21.800347,0,70.212471,79.998958,0.431793,57.003516,10.032467,0,0,8.071143,4.99974,0,0,433945,76806,61755,180527,76812,0,0,21.804212,9.277422,7681,7681,307214,99847,0,0,2211952,245776,983072,491552,0,0,2,1,407644,0,1720400,5406832,245760,2211952,2211840,0,0,0,26.796313,0.467233
"88",16384,0,0.000271,1,1024,16,16,20,0,2,1097372,1835088,524320,8192,466971,401826,0,0,57349,16386,1081929,68221950,1024,98.6608,0.43161,0.984166,15.341273,7.438097,7.220991,7.67563,9.297734,21.849778,0,70.21249,79.999024,0.432284,57.003296,10.044459,0,0,8.071161,4.999756,0,0,462873,81926,63627,192599,81932,0,0,21.857949,9.298415,8193,8193,327694,106503,0,0,2359408,262160,1048608,524320,0,0,2,1,434954,0,1835088,5767280,262144,2359408,2359296,0,0,0,26.875663,0.470444
"98",17408,0,0.000288,1,1088,16,16,20,0,2,1162684,1949776,557088,8704,496155,427027,0,0,60933,17410,1149688,72385134,1088,98.746749,0.431507,0.98452,15.360337,7.447345,7.723161,7.910639,9.309289,21.876925,0,70.212506,79.999081,0.433077,57.003102,10.063003,0,0,8.071177,4.99977,0,0,491801,87046,72215,204591,87052,0,0,21.880347,9.30993,8705,8705,348174,113159,0,0,2506864,278544,1114144,557088,0,0,3,1,462011,0,1949776,6127728,278528,2506864,2506752,0,0,0,26.951261,0.470291
