32

-1.0	-0.8	0.1	-0.8	0.6	-0.2	-0.3	-1.0	-0.6	0.1	-0.6	0.4	0.0	0.4	-0.1	-0.4	-0.2	-0.1	0.9	0.7	-0.5	-1.0	0.3	0.6	-0.1	-0.2	-0.8	-0.6	-0.9	-0.1	-0.1	-0.7	
-0.5	-0.6	-0.4	-0.2	-0.8	-0.7	0.4	0.8	-0.4	0.5	0.2	-0.5	-0.9	-0.5	1.0	0.1	-0.4	0.3	0.7	-1.0	-1.0	0.6	0.5	-0.2	0.1	0.4	-0.7	-0.2	0.5	0.8	-0.1	0.3	
-0.7	0.2	0.4	-0.9	-1.0	0.1	-0.5	-0.5	-0.1	-0.9	-0.4	0.7	-0.5	-0.4	0.2	0.0	0.9	0.2	1.0	-1.0	-0.7	0.6	0.8	-0.7	0.4	0.6	-0.8	-0.2	0.2	0.0	-0.2	-0.9	
-0.5	-0.1	-0.1	0.1	-0.6	-0.7	-0.8	0.9	0.4	0.4	-0.4	-0.2	0.7	-0.1	-0.8	0.2	-0.6	0.0	-1.0	-0.7	0.6	0.0	0.7	-0.6	0.9	0.2	0.8	-0.3	0.2	0.9	-0.2	-0.3	
0.0	-0.3	0.7	0.2	-0.5	-0.1	0.3	0.1	0.8	0.5	0.9	-0.5	0.1	-0.1	-0.4	-0.9	0.9	1.0	0.7	0.1	0.5	-0.5	0.9	-0.2	-0.2	0.4	-1.0	0.5	-0.5	-0.1	0.5	-0.6	
-1.0	1.0	-0.6	0.9	0.7	0.8	0.9	-0.8	0.3	-0.5	-0.6	0.2	-1.0	1.0	0.2	-0.4	-0.4	0.5	-1.0	-1.0	-0.5	0.2	0.0	0.4	-1.0	1.0	0.9	-0.6	-0.1	-0.5	0.0	0.6	
0.0	-1.0	-1.0	-1.0	0.6	0.6	-0.1	0.1	-0.4	0.9	-0.3	0.7	-0.7	-0.4	0.2	0.9	-1.0	0.9	0.3	0.2	0.8	0.1	-0.4	0.6	-0.6	-0.2	-0.9	-0.5	0.2	-0.4	0.1	-0.7	
-1.0	0.2	-1.0	0.8	-0.5	0.8	0.4	-1.0	-0.4	-0.3	0.0	0.6	-0.9	-0.7	-1.0	-0.4	0.1	1.0	-0.4	-1.0	0.4	0.2	0.0	0.1	0.2	-0.7	-0.1	-0.6	-0.3	1.0	0.0	-0.4	
1.0	-0.9	-1.0	-0.5	-0.8	-0.9	0.5	0.8	0.2	-0.7	-0.5	-0.8	-0.5	-1.0	0.7	-0.1	-0.4	-0.1	-0.3	-0.5	0.0	0.6	0.9	-0.6	0.6	0.3	-0.7	-0.9	-0.8	0.5	0.2	0.8	
0.7	-0.8	-0.3	-0.3	-0.9	-0.1	0.6	0.0	0.7	0.7	-0.8	1.0	-0.4	0.0	-0.2	-0.9	-0.4	0.2	0.6	0.0	-0.6	0.2	0.9	0.5	1.0	0.3	-0.5	-0.5	-0.2	-0.2	0.1	-0.1	
0.9	-0.5	-0.9	0.2	0.5	0.2	0.4	0.3	0.1	0.6	1.0	0.8	-0.7	0.5	0.1	-0.4	0.2	0.3	-0.2	0.8	0.0	-0.7	0.9	0.2	-0.6	-0.1	0.1	0.4	-0.6	0.6	-0.4	-1.0	
0.1	0.5	0.8	0.4	-0.5	-0.7	-0.9	-0.3	0.8	-0.8	0.3	-1.0	0.0	-0.2	0.3	-0.9	-0.8	-0.5	-0.2	0.1	-0.4	-0.6	-0.5	0.6	-0.6	-0.3	-0.4	-0.7	0.9	-0.9	0.2	0.8	
0.3	0.6	0.0	-1.0	-0.3	-0.3	0.1	-0.8	0.4	0.0	-0.8	0.8	-0.8	0.5	-0.3	0.2	0.2	0.3	0.1	0.8	0.9	-0.5	0.4	0.5	0.4	0.3	0.5	0.0	-0.7	1.0	-0.5	-0.4	
0.8	-0.1	-0.4	-0.5	0.4	0.4	0.0	-0.3	-1.0	0.9	0.9	0.3	-0.1	-0.8	-0.9	0.3	-0.7	-0.2	0.8	1.0	0.9	0.5	0.0	-0.7	-0.2	-0.4	0.1	0.9	0.3	-0.4	0.9	1.0	
-0.9	1.0	-0.1	1.0	-0.7	0.5	0.7	-0.4	0.0	-0.3	-1.0	0.7	0.7	0.7	1.0	-0.2	-0.1	-0.6	0.3	-0.3	-0.8	-0.9	-0.9	0.2	0.8	-0.1	0.3	-0.5	-0.6	0.2	-1.0	-0.1	
-0.1	-0.2	-0.4	0.1	1.0	-0.2	-0.5	1.0	-0.3	0.8	0.5	0.3	0.2	-0.5	0.0	0.3	-0.3	0.0	-0.4	0.6	-0.8	-0.9	-0.3	-0.4	-0.1	0.3	0.5	-0.1	-1.0	0.0	-0.5	-0.1	
1.0	-0.6	-0.9	0.4	0.8	-0.4	0.9	0.3	0.7	0.9	0.9	-0.6	-1.0	-0.9	-0.2	0.9	0.0	1.0	-0.3	-0.9	0.0	0.8	-0.9	0.2	0.2	-0.1	-0.5	-0.2	0.2	-0.7	-0.2	-0.8	
0.5	1.0	-0.1	0.3	1.0	-0.7	0.9	0.0	-0.5	-0.9	0.3	0.8	-0.7	-0.9	0.1	-0.3	0.3	-1.0	0.9	0.7	-0.3	-1.0	0.9	0.9	0.1	0.5	0.7	0.1	0.9	-0.5	0.7	0.8	
-0.7	0.5	-0.8	0.8	0.2	0.5	0.7	0.0	0.5	0.8	-0.4	-0.6	0.3	0.7	-0.5	-0.4	-0.6	-0.2	1.0	-0.9	-0.9	-0.3	-0.9	0.8	0.9	-0.1	-0.2	-0.5	-0.6	0.1	-0.9	0.4	
-0.3	1.0	-0.9	-0.1	-1.0	0.4	0.0	1.0	0.5	0.3	0.6	-0.5	-0.1	-0.1	0.6	0.6	0.7	-0.1	0.9	-0.7	0.8	-1.0	-0.7	0.0	-0.1	-0.9	-0.9	0.8	-0.2	0.5	0.7	-0.4	
0.9	0.1	0.8	-0.7	0.4	0.7	-0.7	-0.3	0.6	0.7	0.8	0.8	0.3	-1.0	0.8	0.6	0.0	1.0	0.3	-0.9	0.4	0.7	0.5	0.1	-0.5	0.4	0.9	0.8	-0.4	0.6	-0.6	-0.7	
-0.7	-0.2	-0.1	-0.2	1.0	-0.8	0.8	0.5	-0.6	0.3	-0.8	0.6	-0.3	-1.0	0.2	-0.5	-0.8	-0.7	-0.8	-0.6	0.8	-0.2	-0.5	1.0	0.8	-0.4	-0.5	-0.3	0.5	0.8	-0.3	0.5	

1.13	0.03	0.62	2.82	-3.78	-1.05	-2.38	-0.87	-6.88	-2.04	-0.4	0.06	1.95	-0.13	0.24	2.1	-1.74	-3.25	-1.28	-4.17	0.6	-3.26	0.55	-0.46	-1.11	1.52	-2.55	0.94	-3.96	-1.27	2.36	-2.47	

-0.9	0.1	0.6	0.6	0.6	-0.5	-0.7	0.7	-0.9	-0.2	-0.3	-0.1	-0.9	0.5	0.9	0.5	0.9	-0.5	0.4	0.1	1.0	0.8	0.9	-0.7	-0.8	1.0	0.9	0.9	-1.0	-0.8	-0.7	-0.2	

